client_id,age,sexe,ville,segment,canal_acquisition,frequence_achat,satisfaction,nb_commandes,montant_total,montant_moyen,nb_produits_distincts,derniere_commande,premiere_commande,recence_jours,anciennete_jours,produit_favori,note_moyenne,nb_avis,Neutre,Négatif,Positif,nb_reclamations,gravite_totale,derniere_reclamation,nb_non_resolues,score_frequence,score_montant,score_recence,score_diversite,score_valeur,segment_ia,risque_churn,niveau_risque
CL093,55,F,Atakpamé,Nouveau,Facebook,Trimestrielle,2.0,2.0,50000.0,25000.0,2.0,2026-03-04,2026-01-04,184.0,243.0,Produit B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2,2,2,3,2.3333333333333335,Explorateur à risque,53.0,Moyen
CL094,47,M,Agoè-Nyivé,Premium,Boutique,Mensuelle,0.0,3.0,80000.0,26666.666666666668,2.0,2026-08-20,2026-01-11,15.0,236.0,Produit B,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2026-05-21,2.0,3,2,4,3,2.6666666666666665,Régulier,50.0,Moyen
CL095,27,F,Kara,Régulier,Site web,Occasionnelle,2.0,3.0,295000.0,98333.33333333333,3.0,2026-04-21,2025-03-01,136.0,552.0,Service X,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2025-07-14,1.0,3,4,2,4,3.6666666666666665,Régulier,63.0,Élevé
CL096,24,,Lomé,Dormant,Facebook,,3.0,7.0,745000.0,106428.57142857143,5.0,2026-06-09,2025-04-02,87.0,520.0,Pack Premium,4.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,4,4,3,4,4.0,Régulier,34.8,Faible
CL097,42,F,Agoè-Nyivé,Régulier,Boutique,Trimestrielle,1.0,1.0,15000.0,15000.0,1.0,2026-08-03,2026-08-03,32.0,32.0,Produit B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,4,1,1.0,Acheteur Opportuniste,33.8,Faible
CL098,31,M,Kpalimé,Régulier,Facebook,Mensuelle,3.0,4.0,80000.0,20000.0,3.0,2026-06-05,2025-03-11,91.0,542.0,Pack Entreprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,2,3,4,3.3333333333333335,Régulier,36.4,Moyen
CL099,47,F,Kpalimé,Premium,Référence,Trimestrielle,1.0,4.0,145000.0,36250.0,3.0,2025-12-07,2025-03-09,271.0,544.0,Produit C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,3,2,4,3.6666666666666665,Dormant,61.0,Élevé
CL100,31,,Agoè-Nyivé,Régulier,Boutique,Occasionnelle,5.0,3.0,95000.0,31666.666666666668,2.0,2026-08-15,2025-12-07,20.0,271.0,Produit A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3,2,4,3,2.6666666666666665,Régulier,8.0,Faible
CL101,24,M,Atakpamé,Dormant,Facebook,Trimestrielle,2.0,2.0,350000.0,175000.0,2.0,2026-08-12,2025-07-19,23.0,412.0,Produit A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2,4,4,3,3.0,Acheteur Opportuniste,17.2,Faible
CL102,27,F,Tsévié,Premium,WhatsApp,Mensuelle,5.0,4.0,375000.0,93750.0,4.0,2025-11-08,2025-01-01,300.0,611.0,Service X,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,4,4,1,4,4.0,Dormant,45.0,Moyen
CL103,42,M,Atakpamé,Nouveau,Facebook,Trimestrielle,4.0,3.0,70000.0,23333.333333333332,3.0,2026-08-28,2025-02-26,7.0,555.0,Service X,3.0,2.0,0.0,0.0,2.0,2.0,5.0,2025-11-13,2.0,3,2,4,4,3.0,Régulier,22.8,Faible
CL104,27,,Atakpamé,Régulier,Facebook,Trimestrielle,4.0,2.0,85000.0,42500.0,2.0,2025-04-20,2025-03-13,502.0,540.0,Produit C,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2025-07-04,1.0,2,2,1,3,2.3333333333333335,Explorateur à risque,55.0,Moyen
CL105,22,M,Tsévié,Premium,Facebook,Trimestrielle,5.0,1.0,250000.0,250000.0,1.0,2025-10-07,2025-10-07,332.0,332.0,Pack Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,3,1,1,1.6666666666666667,Explorateur à risque,50.0,Moyen
CL106,42,M,Kara,Nouveau,WhatsApp,Mensuelle,3.0,5.0,375000.0,75000.0,4.0,2026-03-17,2025-02-16,171.0,565.0,Produit C,2.0,3.0,0.0,2.0,1.0,0.0,0.0,,0.0,4,4,2,4,4.0,Dormant,45.0,Moyen
CL107,42,F,Lomé,Régulier,Boutique,Occasionnelle,2.0,4.0,155000.0,38750.0,3.0,2026-07-09,2025-05-04,57.0,488.0,Produit B,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,4,3,3,4,3.6666666666666665,Régulier,30.8,Faible
CL108,22,M,Kpalimé,Régulier,Site web,,1.0,4.0,110000.0,27500.0,2.0,2026-03-31,2025-06-25,157.0,436.0,Produit C,4.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,4,2,2,3,3.0,Dormant,61.0,Élevé
CL109,27,,Kpalimé,Dormant,Site web,Occasionnelle,0.0,3.0,335000.0,111666.66666666667,2.0,2026-06-28,2025-08-08,68.0,392.0,Pack Entreprise,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2025-10-10,0.0,3,4,3,3,3.3333333333333335,Régulier,51.2,Moyen
CL110,55,M,Lomé,Dormant,Site web,Trimestrielle,1.0,2.0,300000.0,150000.0,2.0,2025-11-21,2025-10-04,287.0,335.0,Service X,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2025-11-22,1.0,2,4,1,3,3.0,Explorateur à risque,71.0,Élevé
CL111,22,F,Lomé,Régulier,WhatsApp,Occasionnelle,5.0,2.0,50000.0,25000.0,2.0,2025-10-07,2025-05-29,332.0,463.0,Service X,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2025-07-16,1.0,2,2,1,3,2.3333333333333335,Explorateur à risque,55.0,Moyen
CL112,27,F,Kara,Dormant,Référence,,4.0,3.0,130000.0,43333.333333333336,3.0,2026-08-04,2025-05-29,31.0,463.0,Produit A,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2026-06-08,0.0,3,3,4,4,3.3333333333333335,Régulier,12.4,Faible
CL113,31,F,Kara,Nouveau,Boutique,Occasionnelle,4.0,2.0,175000.0,87500.0,2.0,2026-05-17,2025-04-20,110.0,502.0,Produit B,4.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,2,3,3,3,2.6666666666666665,Acheteur Opportuniste,44.0,Moyen
CL114,47,F,Kpalimé,Nouveau,Site web,Occasionnelle,3.0,5.0,215000.0,43000.0,4.0,2026-09-04,2025-02-21,0.0,560.0,Produit B,2.5,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,4,3,4,4,3.6666666666666665,Régulier,0.0,Faible
CL115,42,F,Tsévié,Premium,Boutique,Occasionnelle,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.3333333333333335,3.0,0.0,1.0,2.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL116,38,M,Kara,Nouveau,Référence,Mensuelle,5.0,3.0,280000.0,93333.33333333333,2.0,2026-05-23,2026-02-28,104.0,188.0,Produit B,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2026-01-17,2.0,3,4,3,3,3.3333333333333335,Régulier,61.6,Élevé
CL117,27,M,Kpalimé,Dormant,Boutique,Trimestrielle,3.0,4.0,285000.0,71250.0,3.0,2026-04-20,2025-02-13,137.0,568.0,Produit B,3.0,2.0,0.0,1.0,1.0,0.0,0.0,,0.0,4,4,2,4,4.0,Régulier,45.0,Moyen
CL118,24,F,Kpalimé,Premium,Facebook,Mensuelle,1.0,2.0,40000.0,20000.0,2.0,2025-12-31,2025-03-20,247.0,533.0,Produit B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2,2,2,3,2.3333333333333335,Explorateur à risque,61.0,Élevé
CL119,19,F,Atakpamé,Dormant,Boutique,Occasionnelle,3.0,5.0,240000.0,48000.0,4.0,2026-08-05,2025-05-29,30.0,463.0,Produit B,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,4,3,4,4,3.6666666666666665,Régulier,12.0,Faible
CL120,27,F,Agoè-Nyivé,Dormant,Site web,Mensuelle,2.0,1.0,75000.0,75000.0,1.0,2025-03-04,2025-03-04,549.0,549.0,Produit C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,2,1,1,1.3333333333333333,Explorateur à risque,58.0,Moyen
CL121,24,M,Atakpamé,Premium,Instagram,Occasionnelle,2.0,2.0,85000.0,42500.0,2.0,2026-04-10,2025-03-21,147.0,532.0,Service X,2.3333333333333335,3.0,1.0,1.0,1.0,0.0,0.0,,0.0,2,2,2,3,2.3333333333333335,Acheteur Opportuniste,53.0,Moyen
CL122,55,,Lomé,Dormant,Site web,Occasionnelle,3.0,6.0,625000.0,104166.66666666667,3.0,2026-04-24,2025-02-06,133.0,575.0,Produit B,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2026-03-12,2.0,4,4,2,4,4.0,Régulier,65.0,Élevé
CL123,55,F,Tsévié,Nouveau,Instagram,,3.0,3.0,315000.0,105000.0,3.0,2026-04-18,2025-12-23,139.0,255.0,Pack Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3,4,2,4,3.6666666666666665,Régulier,45.0,Moyen
CL124,31,M,Kpalimé,Régulier,Facebook,Trimestrielle,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL125,22,M,Tsévié,Dormant,Référence,Trimestrielle,5.0,4.0,150000.0,37500.0,3.0,2026-09-04,2025-07-16,0.0,415.0,Produit A,4.0,1.0,0.0,0.0,1.0,2.0,6.0,2026-05-21,1.0,4,3,4,4,3.6666666666666665,Brand Lover,10.0,Faible
CL126,55,F,Kpalimé,Régulier,Boutique,Trimestrielle,3.0,1.0,5000.0,5000.0,1.0,2026-02-07,2026-02-07,209.0,209.0,Service X,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2026-07-23,0.0,1,1,2,1,1.0,Explorateur à risque,50.0,Moyen
CL127,35,M,Lomé,Premium,Instagram,Mensuelle,5.0,2.0,135000.0,67500.0,1.0,2025-07-04,2025-03-10,427.0,543.0,Pack Entreprise,5.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,2,3,1,1,2.0,Explorateur à risque,45.0,Moyen
CL128,55,M,Tsévié,Premium,Instagram,Trimestrielle,4.0,1.0,15000.0,15000.0,1.0,2025-05-29,2025-05-29,463.0,463.0,Pack Premium,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2025-12-11,2.0,1,1,1,2,1.3333333333333333,Explorateur à risque,70.0,Élevé
CL129,38,M,Tsévié,Premium,Référence,Occasionnelle,2.0,2.0,85000.0,42500.0,2.0,2026-03-10,2025-10-10,178.0,329.0,Produit A,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,2,2,2,3,2.3333333333333335,Dormant,53.0,Moyen
CL130,55,,Lomé,Premium,Instagram,Mensuelle,3.0,2.0,20000.0,10000.0,2.0,2026-08-07,2026-05-02,28.0,125.0,Produit A,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2,1,4,3,2.0,Acheteur Opportuniste,11.2,Faible
CL131,55,F,Kpalimé,Nouveau,Facebook,Occasionnelle,5.0,1.0,75000.0,75000.0,1.0,2026-03-11,2026-03-11,177.0,177.0,Pack Entreprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,2,2,2,1.6666666666666667,Dormant,50.0,Moyen
CL132,47,M,Atakpamé,Régulier,Facebook,Trimestrielle,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL133,42,M,Kpalimé,Régulier,WhatsApp,,2.0,2.0,285000.0,142500.0,2.0,2025-10-06,2025-04-10,333.0,512.0,Produit C,3.0,1.0,0.0,0.0,1.0,2.0,5.0,2025-09-08,1.0,2,4,1,3,3.0,Explorateur à risque,63.0,Élevé
CL134,47,F,Agoè-Nyivé,Dormant,Boutique,Occasionnelle,4.0,6.0,270000.0,45000.0,5.0,2026-05-16,2025-05-06,111.0,486.0,Pack Premium,4.5,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,4,4,3,4,4.0,Brand Lover,44.4,Moyen
CL135,31,,Lomé,Régulier,Boutique,Mensuelle,5.0,3.0,450000.0,150000.0,3.0,2026-07-01,2025-02-09,65.0,572.0,Pack Entreprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3,4,3,4,3.6666666666666665,Régulier,26.0,Faible
CL136,24,M,Agoè-Nyivé,Régulier,Boutique,Mensuelle,0.0,3.0,100000.0,33333.333333333336,3.0,2025-08-11,2025-02-12,389.0,569.0,Pack Entreprise,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2026-06-30,1.0,3,2,1,4,3.0,Dormant,79.0,Élevé
CL137,38,F,Lomé,Régulier,Référence,Mensuelle,1.0,3.0,160000.0,53333.333333333336,1.0,2026-04-06,2025-11-05,151.0,303.0,Produit A,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,3,3,2,2,2.6666666666666665,Dormant,61.0,Élevé
CL138,29,F,Agoè-Nyivé,Nouveau,Site web,Mensuelle,5.0,1.0,250000.0,250000.0,1.0,2026-04-02,2026-04-02,155.0,155.0,Service X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,3,2,2,2.0,Dormant,50.0,Moyen
CL139,31,M,Kara,Dormant,Facebook,Occasionnelle,0.0,3.0,95000.0,31666.666666666668,3.0,2025-12-25,2025-04-27,253.0,495.0,Pack Entreprise,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2026-02-15,0.0,3,2,2,4,3.0,Dormant,69.0,Élevé
CL140,31,F,Kpalimé,Premium,Site web,Trimestrielle,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL141,42,,Agoè-Nyivé,Dormant,Site web,,3.0,4.0,125000.0,31250.0,3.0,2026-04-01,2025-01-11,156.0,601.0,Produit A,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,4,3,2,4,3.6666666666666665,Dormant,45.0,Moyen
CL142,47,F,Atakpamé,Premium,Référence,Mensuelle,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL143,35,F,Tsévié,Dormant,Référence,Occasionnelle,5.0,3.0,185000.0,61666.666666666664,2.0,2026-07-03,2025-02-11,63.0,570.0,Produit A,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,3,3,3,3,3.0,Régulier,25.2,Faible
CL144,24,M,Agoè-Nyivé,Régulier,Facebook,Trimestrielle,2.0,2.0,35000.0,17500.0,1.0,2026-06-21,2025-07-29,75.0,402.0,Produit B,1.5,2.0,0.0,2.0,0.0,1.0,1.0,2025-08-08,1.0,2,1,3,2,1.6666666666666667,Acheteur Opportuniste,48.0,Moyen
CL145,24,M,Agoè-Nyivé,Premium,Boutique,Occasionnelle,5.0,3.0,275000.0,91666.66666666667,2.0,2026-07-13,2025-06-03,53.0,458.0,Produit B,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,3,4,3,3,3.3333333333333335,Régulier,21.2,Faible
CL146,27,M,Tsévié,Nouveau,Référence,,4.0,3.0,160000.0,53333.333333333336,2.0,2026-07-03,2025-07-03,63.0,428.0,Pack Entreprise,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,3,3,3,3,3.0,Régulier,25.2,Faible
CL147,27,,Agoè-Nyivé,Dormant,Facebook,Mensuelle,1.0,4.0,85000.0,21250.0,3.0,2026-08-09,2025-02-20,26.0,561.0,Produit B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,2,4,4,3.3333333333333335,Régulier,26.4,Faible
CL148,24,,Atakpamé,Régulier,Instagram,Occasionnelle,5.0,4.0,425000.0,106250.0,2.0,2026-07-21,2025-08-01,45.0,399.0,Service X,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2025-05-24,0.0,4,4,3,3,3.6666666666666665,Brand Lover,18.0,Faible
CL149,24,F,Agoè-Nyivé,Premium,Instagram,,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2026-08-20,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL150,47,F,Kpalimé,Premium,Facebook,Mensuelle,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.5,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL151,47,M,Kara,Régulier,Instagram,,5.0,1.0,5000.0,5000.0,1.0,2025-07-24,2025-07-24,407.0,407.0,Produit B,3.0,1.0,1.0,0.0,0.0,1.0,3.0,2025-04-27,1.0,1,1,1,2,1.3333333333333333,Explorateur à risque,60.0,Élevé
CL152,24,,Agoè-Nyivé,Premium,Instagram,Trimestrielle,4.0,4.0,300000.0,75000.0,4.0,2026-09-04,2025-03-07,0.0,546.0,Service X,5.0,1.0,0.0,0.0,1.0,1.0,1.0,2026-02-08,1.0,4,4,4,4,4.0,Brand Lover,10.0,Faible
CL153,47,,Lomé,Régulier,Référence,,2.0,4.0,235000.0,58750.0,3.0,2025-11-04,2025-01-17,304.0,595.0,Produit A,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2025-11-18,1.0,4,3,1,4,3.6666666666666665,Dormant,63.0,Élevé
CL154,22,F,Agoè-Nyivé,Dormant,Instagram,Occasionnelle,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,13.0,Faible
CL155,38,,Atakpamé,Nouveau,Boutique,Occasionnelle,1.0,2.0,25000.0,12500.0,2.0,2026-08-12,2025-06-10,23.0,451.0,Service X,1.0,1.0,0.0,0.0,1.0,2.0,6.0,2026-04-19,1.0,2,1,4,3,2.0,Acheteur Opportuniste,35.2,Moyen
CL156,38,M,Atakpamé,Nouveau,Site web,,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2025-04-05,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
CL157,35,F,Lomé,Dormant,Instagram,,4.0,3.0,50000.0,16666.666666666668,3.0,2026-06-07,2025-02-24,89.0,557.0,Produit C,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2025-11-26,1.0,3,2,3,4,3.0,Régulier,45.6,Moyen
CL158,31,,Kpalimé,Nouveau,Référence,Mensuelle,3.0,1.0,25000.0,25000.0,1.0,2025-12-31,2025-12-31,247.0,247.0,Produit C,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2026-05-19,1.0,1,1,2,2,1.3333333333333333,Explorateur à risque,60.0,Élevé
CL159,38,M,Lomé,Premium,Boutique,,3.0,1.0,50000.0,50000.0,1.0,2026-01-08,2026-01-08,239.0,239.0,Pack Entreprise,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2026-03-26,1.0,1,2,2,2,1.6666666666666667,Explorateur à risque,60.0,Élevé
CL160,27,F,Kpalimé,Nouveau,Boutique,Occasionnelle,5.0,2.0,50000.0,25000.0,2.0,2026-07-28,2025-05-30,38.0,462.0,Pack Entreprise,5.0,1.0,0.0,0.0,1.0,2.0,6.0,2025-06-07,1.0,2,2,4,3,2.3333333333333335,Acheteur Opportuniste,25.2,Faible
CL161,19,M,Kpalimé,Régulier,Site web,Trimestrielle,4.0,3.0,165000.0,55000.0,2.0,2025-11-22,2025-05-01,286.0,491.0,Service X,5.0,1.0,0.0,0.0,1.0,1.0,2.0,2025-10-21,0.0,3,3,2,3,3.0,Dormant,45.0,Moyen
CL162,31,F,Agoè-Nyivé,Dormant,Site web,Trimestrielle,3.0,3.0,145000.0,48333.333333333336,1.0,2026-08-09,2025-04-09,26.0,513.0,Pack Premium,3.6666666666666665,3.0,0.0,0.0,3.0,1.0,1.0,2026-05-29,0.0,3,3,4,2,2.6666666666666665,Régulier,10.4,Faible
CL163,42,M,Atakpamé,Premium,Boutique,Trimestrielle,0.0,3.0,360000.0,120000.0,1.0,2026-01-27,2025-12-31,220.0,247.0,Produit A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3,4,2,2,3.0,Dormant,69.0,Élevé
CL164,35,M,Kara,Dormant,Instagram,Trimestrielle,5.0,1.0,35000.0,35000.0,1.0,2025-08-06,2025-08-06,394.0,394.0,Produit A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,1,2,1.3333333333333333,Explorateur à risque,50.0,Moyen
CL165,42,M,Tsévié,Premium,Boutique,Trimestrielle,0.0,1.0,15000.0,15000.0,1.0,2025-09-28,2025-09-28,341.0,341.0,Produit A,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2025-04-13,0.0,2,1,1,2,1.6666666666666667,Explorateur à risque,74.0,Élevé
CL166,35,M,Kpalimé,Nouveau,Site web,Mensuelle,4.0,4.0,135000.0,33750.0,3.0,2026-01-08,2025-07-27,239.0,404.0,Pack Premium,3.5,2.0,0.0,1.0,1.0,2.0,4.0,2026-06-13,2.0,4,3,2,4,3.6666666666666665,Dormant,65.0,Élevé
CL167,24,F,Agoè-Nyivé,Dormant,WhatsApp,Occasionnelle,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,13.0,Faible
CL168,35,F,Lomé,Régulier,Référence,,1.0,5.0,435000.0,87000.0,3.0,2025-12-24,2025-01-20,254.0,592.0,Pack Premium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,2,4,4.0,Dormant,61.0,Élevé
CL169,22,F,Agoè-Nyivé,Premium,Facebook,Occasionnelle,4.0,3.0,115000.0,38333.333333333336,3.0,2026-05-17,2025-03-29,110.0,524.0,Produit A,4.0,1.0,0.0,0.0,1.0,2.0,5.0,2026-09-04,2.0,3,3,3,4,3.3333333333333335,Régulier,64.0,Élevé
CL170,35,M,Atakpamé,Premium,Site web,Occasionnelle,2.0,1.0,35000.0,35000.0,1.0,2025-06-02,2025-06-02,459.0,459.0,Pack Premium,3.5,2.0,0.0,0.0,2.0,3.0,7.0,2026-09-04,3.0,2,1,1,2,1.6666666666666667,Explorateur à risque,83.0,Élevé
CL171,55,M,Kara,Nouveau,Instagram,Trimestrielle,2.0,3.0,125000.0,41666.666666666664,3.0,2026-08-15,2025-01-11,20.0,601.0,Produit C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3,3,4,4,3.3333333333333335,Régulier,16.0,Faible
CL172,19,,Atakpamé,Régulier,Boutique,Mensuelle,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2025-09-01,1.0,1,1,4,1,1.0,Prospect / Jamais acheté,39.0,Moyen
CL173,19,F,Agoè-Nyivé,Nouveau,Instagram,Occasionnelle,3.0,3.0,265000.0,88333.33333333333,3.0,2026-04-15,2025-02-21,142.0,560.0,Service X,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2025-09-27,1.0,3,4,2,4,3.6666666666666665,Régulier,55.0,Moyen
CL174,35,F,Kpalimé,Dormant,Référence,Mensuelle,5.0,4.0,475000.0,118750.0,2.0,2026-07-04,2025-05-16,62.0,476.0,Produit B,2.0,1.0,0.0,0.0,1.0,2.0,4.0,2026-02-25,1.0,4,4,3,3,3.6666666666666665,Brand Lover,34.8,Faible
CL175,19,F,Lomé,Premium,Site web,Trimestrielle,3.0,1.0,35000.0,35000.0,1.0,2025-11-21,2025-11-21,287.0,287.0,Produit C,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2,1,1,2,1.6666666666666667,Explorateur à risque,50.0,Moyen
CL176,29,M,Atakpamé,Régulier,Référence,,5.0,4.0,185000.0,46250.0,4.0,2026-04-22,2026-01-07,135.0,240.0,Produit C,3.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,4,3,2,4,3.6666666666666665,Brand Lover,45.0,Moyen
CL177,19,F,Agoè-Nyivé,Dormant,Boutique,Occasionnelle,5.0,3.0,170000.0,56666.666666666664,2.0,2026-01-22,2025-04-25,225.0,497.0,Produit A,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2025-11-01,1.0,3,3,2,3,3.0,Dormant,55.0,Moyen
CL178,22,,Tsévié,Premium,Facebook,Trimestrielle,5.0,1.0,250000.0,250000.0,1.0,2025-01-19,2025-01-19,593.0,593.0,Pack Premium,4.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2,4,1,2,2.6666666666666665,Explorateur à risque,50.0,Moyen
CL179,47,F,Kpalimé,Dormant,Référence,,2.0,2.0,110000.0,55000.0,1.0,2026-03-12,2025-08-03,176.0,397.0,Pack Entreprise,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2,2,2,2,2.0,Dormant,53.0,Moyen
CL180,31,M,Kpalimé,Dormant,Boutique,Occasionnelle,4.0,1.0,100000.0,100000.0,1.0,2025-12-05,2025-12-05,273.0,273.0,Produit C,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2025-06-24,1.0,2,2,2,2,2.0,Explorateur à risque,60.0,Élevé
CL181,22,F,Lomé,Dormant,Site web,Mensuelle,4.0,2.0,40000.0,20000.0,2.0,2026-07-28,2026-04-16,38.0,141.0,Produit C,4.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2,2,4,3,2.3333333333333335,Acheteur Opportuniste,15.2,Faible
CL182,27,F,Kara,Premium,Boutique,Occasionnelle,0.0,4.0,100000.0,25000.0,3.0,2025-11-08,2025-02-05,300.0,576.0,Produit A,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2026-08-26,1.0,4,2,1,4,3.3333333333333335,Dormant,79.0,Élevé
CL183,29,M,Tsévié,Nouveau,Référence,Trimestrielle,1.0,4.0,205000.0,51250.0,4.0,2026-07-19,2026-01-18,47.0,229.0,Service X,4.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,4,3,3,4,3.6666666666666665,Régulier,34.8,Faible
CL184,42,M,Kara,Premium,WhatsApp,Mensuelle,5.0,2.0,135000.0,67500.0,2.0,2026-05-27,2025-05-07,100.0,485.0,Produit A,4.5,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,2,3,3,3,2.6666666666666665,Acheteur Opportuniste,40.0,Moyen
CL185,29,M,Kpalimé,Régulier,Référence,Mensuelle,2.0,5.0,625000.0,125000.0,3.0,2026-05-28,2025-03-06,99.0,547.0,Service X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,4,3,4,4.0,Régulier,47.6,Moyen
CL186,27,F,Agoè-Nyivé,Régulier,Instagram,Mensuelle,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1,4,1,1.0,Prospect / Jamais acheté,5.0,Faible
